Name,Age,Occupation,City,State,Region,ElimWeek,Season ID,Lead Name,Lead Age,Lead Occupation,Lead City,Lead State,Lead Region,Age Difference,Same Region,target
Brian Osborne,27.0,Basketball Coach,Camp Hill,Pennsylvania,Northeast,7.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,1.0,0,0
Dylan Petitt,26.0,Accountant,Longmeadow,Massachusetts,Northeast,7.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,0.0,0,0
J.J. O'Brien,30.0,Pantsapreneur,Hanover,Massachusetts,Northeast,6.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,4.0,0,0
Cody Sattler,28.0,Personal Trainer,Oakley,Kansas,Midwest,6.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,2.0,0,0
Andrew Poole,30.0,Social Media Marketer,Portola Valley,California,West,5.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,4.0,0,0
Marquel Martin,26.0,Sponsorship Salesman,Rialto,California,West,5.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,0.0,0,0
Patrick Jagodzinski,29.0,Advertising Executive,Clinton,New Jersey,Northeast,5.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,3.0,0,0
Tasos Hernandez,30.0,Wedding Event Coordinator,Denver,Colorado,West,4.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,4.0,0,0
Eric Hill,31.0,Explorer,Citrus Heights,California,West,4.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,5.0,0,0
Bradley Wisk,32.0,Opera Singer,Grosse Pointe,Michigan,Midwest,3.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,6.0,0,0
Brett Melnick,29.0,Hairstylist,Warminster,Pennsylvania,Northeast,3.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,3.0,0,0
Ron Worrell,28.0,Beverage Sales Manager,Nahariya,Israel,Other,3.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,2.0,0,0
Carl King,30.0,Firefighter,Hollywood,California,West,2.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,4.0,0,0
Craig Muhlbauer,29.0,Tax Accountant,Defiance,Iowa,Midwest,2.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,3.0,0,0
Nick Sutter,27.0,Professional Golfer,Barrington,Illinois,Midwest,2.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,1.0,0,0
Emil Schaffroth,33.0,Helicopter Pilot,Portland,Oregon,West,1.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,7.0,0,0
Jason Leep,35.0,Urgent Care Physician,Sturgeon Bay,Wisconsin,Midwest,1.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,9.0,0,0
Josh Bauer,29.0,Telecommunication Marketer,Evergreen,Colorado,West,1.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,3.0,0,0
Mike Campanelli,29.0,Bartender,Guilderland,New York,Northeast,1.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,3.0,0,0
Rudie Dane,31.0,Attorney,Yorba Linda,California,West,1.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,5.0,0,0
Steven Woolworth,30.0,Snowboard Product Developer,Meadow Vista,California,West,1.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,4.0,0,0
Shawn Booth,28.0,Personal Trainer,Windsor Locks,Connecticut,Northeast,,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,1
Nick Viall,34.0,Software Sales Executive,Waukesha,Wisconsin,Midwest,9.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,5.0,0,0
Ben Higgins,26.0,Software Salesman,Warsaw,Indiana,Midwest,8.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,3.0,0,0
Jared Haibon,26.0,Restaurant Manager,Warwick,Rhode Island,Northeast,7.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,3.0,0,0
Joe Bailey,28.0,Insurance Agent,Glasgow,Kentucky,South,7.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
Chris Strandburg,28.0,Dentist,Granite Bay,California,West,7.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
Ben Zorn,26.0,Fitness Coach,Falls Church,Virginia,South,6.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,3.0,0,0
Tanner Tolbert,28.0,Auto Finance Manager,Stilwell,Kansas,Midwest,6.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
J.J. Lane III,32.0,Former Investment Banker,Dacono,Colorado,West,6.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,3.0,0,0
Joshua Albers,31.0,Industrial Welder,Kuna,Idaho,West,5.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,2.0,0,0
Justin Reich,28.0,Fitness Trainer,Elgin,Illinois,Midwest,5.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
Ian Thomson,28.0,Executive Recruiter,Ramsey,New Jersey,Northeast,5.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
Corey Stansell (NY),30.0,Investment Banker,New York,New York,Northeast,4.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
Jonathan Holloway,33.0,Automotive Spokesman,Sylvan Lake,Michigan,Midwest,4.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,4.0,0,0
Ryan Beckett,32.0,Realtor,Wellington,Florida,South,4.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,3.0,0,0
Clint Arlis,27.0,Architectural Engineer,Batavia,Illinois,Midwest,3.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,2.0,0,0
Tony Harris,35.0,Healer,St. Louis,Missouri,Midwest,3.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,6.0,0,0
Cory Shivar (NC),35.0,Residential Developer,Seven Springs,North Carolina,South,2.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,6.0,0,0
Daniel Finney,28.0,Fashion Designer,Nashville,Tennessee,South,2.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
Kupah James,32.0,Entrepreneur,Boston,Massachusetts,Northeast,2.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,3.0,0,0
Bradley Cox,25.0,International Auto Shipper,Duluth,Georgia,South,1.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,4.0,0,0
David,28.0,Real Estate Agent,Orlando,Florida,South,1.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
Josh Seiter,27.0,Law Student/Exotic Dancer,Chicago,Illinois,Midwest,1.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,2.0,0,0
Shawn Evans,31.0,Amateur Sex Coach,London,Ontario,Other,1.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,2.0,1,0
Brady Toops,33.0,Singer/Songwriter,Wauseon,Ohio,Midwest,1.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,4.0,0,0
Ryan McDill,28.0,Junkyard Specialist,Kansas City,Missouri,Midwest,1.0,Bachelorette 11,Kaitlyn Bristowe,29.0,Dance Instructor,Vancouver,British Columbia,Other,1.0,0,0
Jordan Rodgers,27.0,Former Pro Quarterback,Chico,California,West,,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,2.0,0,1
Robby Hayes,27.0,Former Competitive Swimmer,St. Augustine,Florida,South,10.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,2.0,1,0
Chase McNary,27.0,Medical Sales Rep,Castle Rock,Colorado,West,9.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,2.0,0,0
Luke Pell,31.0,War Veteran,Burnet,Texas,South,8.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,6.0,1,0
James Taylor,29.0,Singer-Songwriter,Katy,Texas,South,7.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,4.0,1,0
Alex Woytkiw,25.0,U.S. Marine,Oceanside,California,West,7.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,0.0,0,0
Derek Peth,29.0,Commercial Banker,Waverly,Iowa,Midwest,6.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,4.0,0,0
Wells Adams,31.0,Radio DJ,Monterey,California,West,6.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,6.0,0,0
Evan Bass,33.0,Erectile Dysfunction Specialist,Hartford,Connecticut,Northeast,5.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,8.0,0,0
Grant Kemp,27.0,Firefighter,San Francisco,California,West,5.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,2.0,0,0
"Vincent ""Vinny"" Ventiera",28.0,Barber,Kings Park,New York,Northeast,5.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,3.0,0,0
Daniel Maguire,31.0,Male Model,Lions Bay,British Columbia,Other,4.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,6.0,0,0
James Fuertes,34.0,Boxing Club Owner,Franklin,Tennessee,South,4.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,9.0,1,0
Chad Johnson,28.0,Luxury Real Estate Agent,Jenks,Oklahoma,South,4.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,3.0,1,0
Ali Zahiri,27.0,Bartender,Santa Monica,California,West,3.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,2.0,0,0
Christian Bishop,26.0,Telecom Consultant,Los Angeles,California,West,3.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,1.0,0,0
Nick Benvenutti,33.0,Electrical Engineer,Carthage,Illinois,Midwest,3.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,8.0,0,0
Brandon Howell,28.0,Hipster,Marysville,Washington,West,2.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,3.0,0,0
James Spadafore,27.0,Bachelor Superfan,Phoenix,Arizona,West,2.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,2.0,0,0
Will Haduch,26.0,Civil Engineer,Jersey City,New Jersey,Northeast,2.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,1.0,0,0
Coley Knust,27.0,Real Estate Consultant,Chicago,Illinois,Midwest,1.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,2.0,0,0
Jake Patton,26.0,Landscape Architect,Playa Vista,California,West,1.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,1.0,0,0
Jonathan Hamilton,29.0,Technical Sales Rep,Vancouver,British Columbia,Other,1.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,4.0,0,0
Nick Sharp,26.0,Software Salesman,San Francisco,California,West,1.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,1.0,0,0
Peter Medina,26.0,Staffing Agency Manager,Rockdale,Illinois,Midwest,1.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,1.0,0,0
Sal DeJulio,28.0,Operations Manager,Hubbard,Ohio,Midwest,1.0,Bachelorette 12,"Joelle ""JoJo"" Fletcher",25.0,Real Estate Developer,Dallas,Texas,South,3.0,0,0
